Sexo	Grupos y subgrupos principales de la CNO-11	Media y percentiles	Periodo	Total
Mujeres	27 Profesionales de las tecnologías de la información	Percentil 90	2018	61.723,7
Mujeres	28 Profesionales en ciencias sociales	Media	2018	25.325,5
Mujeres	28 Profesionales en ciencias sociales	Percentil 10	2018	10.776,79
Mujeres	28 Profesionales en ciencias sociales	Percentil 25	2018	17.901,54
Mujeres	28 Profesionales en ciencias sociales	Percentil 50	2018	23.544,02
Mujeres	28 Profesionales en ciencias sociales	Percentil 75	2018	32.849,84
Mujeres	28 Profesionales en ciencias sociales	Percentil 90	2018	40.800,83
Mujeres	29 Profesionales de la cultura y el espectáculo	Media	2018	31.728,17
Mujeres	29 Profesionales de la cultura y el espectáculo	Percentil 10	2018	11.509,87
Mujeres	29 Profesionales de la cultura y el espectáculo	Percentil 25	2018	19.287,96
Mujeres	29 Profesionales de la cultura y el espectáculo	Percentil 50	2018	27.999,96
Mujeres	29 Profesionales de la cultura y el espectáculo	Percentil 75	2018	41.147
Mujeres	29 Profesionales de la cultura y el espectáculo	Percentil 90	2018	54.891
Mujeres	D Técnicos; profesionales de apoyo	Media	2018	25.618,99
Mujeres	D Técnicos; profesionales de apoyo	Percentil 10	2018	8.491,06
Mujeres	D Técnicos; profesionales de apoyo	Percentil 25	2018	15.782,41
Mujeres	D Técnicos; profesionales de apoyo	Percentil 50	2018	23.570,68
Mujeres	D Técnicos; profesionales de apoyo	Percentil 75	2018	32.957,12
Mujeres	D Técnicos; profesionales de apoyo	Percentil 90	2018	43.672,49
Mujeres	31 Técnicos de las ciencias y de las ingenierías	Media	2018	27.457,86
Mujeres	31 Técnicos de las ciencias y de las ingenierías	Percentil 10	2018	14.257,8
Mujeres	31 Técnicos de las ciencias y de las ingenierías	Percentil 25	2018	19.107,38
Mujeres	31 Técnicos de las ciencias y de las ingenierías	Percentil 50	2018	25.567,41
Mujeres	31 Técnicos de las ciencias y de las ingenierías	Percentil 75	2018	33.056,11
Mujeres	31 Técnicos de las ciencias y de las ingenierías	Percentil 90	2018	41.962,67
Mujeres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Media	2018	-32.151,09
Mujeres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 10	2018	-16.834,15
Mujeres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 25	2018	-21.011,34
Mujeres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 50	2018	-29.314
Mujeres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 75	2018	-41.457,87
Mujeres	32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción	Percentil 90	2018	-51.611,94
Mujeres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Media	2018	20.619,43
Mujeres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 10	2018	8.633,48
Mujeres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 25	2018	13.589,55
Mujeres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 50	2018	20.700,91
Mujeres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 75	2018	26.550,3
Mujeres	33 Técnicos sanitarios y profesionales de las terapias alternativas	Percentil 90	2018	30.906,11
Mujeres	34 Profesionales de apoyo en finanzas y matemáticas	Media	2018	40.052,46
Mujeres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 10	2018	21.428,06
Mujeres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 25	2018	29.417,98
Mujeres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 50	2018	40.117,94
Mujeres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 75	2018	47.331,39
Mujeres	34 Profesionales de apoyo en finanzas y matemáticas	Percentil 90	2018	58.769,28
Mujeres	35 Representantes, agentes comerciales y afines	Media	2018	29.023,04
Mujeres	35 Representantes, agentes comerciales y afines	Percentil 10	2018	10.722,28
Mujeres	35 Representantes, agentes comerciales y afines	Percentil 25	2018	16.453,05
Mujeres	35 Representantes, agentes comerciales y afines	Percentil 50	2018	25.357,08
Mujeres	35 Representantes, agentes comerciales y afines	Percentil 75	2018	38.433,51
Mujeres	35 Representantes, agentes comerciales y afines	Percentil 90	2018	52.149,91
Mujeres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Media	2018	27.195,33
Mujeres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 10	2018	13.901,6
Mujeres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 25	2018	19.126,12
Mujeres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 50	2018	25.378,52
Mujeres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 75	2018	32.886,62
Mujeres	36 Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de seguridad	Percentil 90	2018	41.801,08
Mujeres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Media	2018	14.020,04
Mujeres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 10	2018	3.140,34
Mujeres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 25	2018	5.319,83
Mujeres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 50	2018	10.944,71
Mujeres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 75	2018	19.404
Mujeres	37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines	Percentil 90	2018	28.347,38
Mujeres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Media	2018	26.472,25
Mujeres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 10	2018	12.502,08
Mujeres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 25	2018	16.233,74
Mujeres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 50	2018	24.316,67
Mujeres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 75	2018	34.814,98
Mujeres	38 Técnicos de las tecnologías de la información y las comunicaciones (TIC)	Percentil 90	2018	43.437,61
Mujeres	E Empleados de oficina que no atienden al público	Media	2018	22.314,23
Mujeres	E Empleados de oficina que no atienden al público	Percentil 10	2018	9.241,24
Mujeres	E Empleados de oficina que no atienden al público	Percentil 25	2018	14.580
Mujeres	E Empleados de oficina que no atienden al público	Percentil 50	2018	20.416,07
Mujeres	E Empleados de oficina que no atienden al público	Percentil 75	2018	27.080,18
Mujeres	E Empleados de oficina que no atienden al público	Percentil 90	2018	36.765,47
Mujeres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Media	2018	24.908,34
Mujeres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 10	2018	10.588,32
Mujeres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 25	2018	15.936,15
Mujeres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 50	2018	22.256,34
Mujeres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 75	2018	30.580,43
Mujeres	41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte	Percentil 90	2018	42.508,27
Mujeres	42 Empleados de bibliotecas, servicios de correos y afines	Media	2018	22.779,13
Mujeres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 10	2018	11.056
Mujeres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 25	2018	19.209,7
Mujeres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 50	2018	21.086,77
Mujeres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 75	2018	25.579,64
Mujeres	42 Empleados de bibliotecas, servicios de correos y afines	Percentil 90	2018	35.429,04
Mujeres	43 Otros empleados administrativos sin tareas de atención al público	Media	2018	19.229,11
Mujeres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 10	2018	8.037,38
Mujeres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 25	2018	12.521,71
Mujeres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 50	2018	18.766,18
Mujeres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 75	2018	24.281,81
Mujeres	43 Otros empleados administrativos sin tareas de atención al público	Percentil 90	2018	30.438,9
Mujeres	F Empleados de oficina que atienden al público	Media	2018	18.137,76
Mujeres	F Empleados de oficina que atienden al público	Percentil 10	2018	8.528,21
Mujeres	F Empleados de oficina que atienden al público	Percentil 25	2018	12.476,12
Mujeres	F Empleados de oficina que atienden al público	Percentil 50	2018	17.147,96
Mujeres	F Empleados de oficina que atienden al público	Percentil 75	2018	22.629,56
Mujeres	F Empleados de oficina que atienden al público	Percentil 90	2018	28.218,83
Mujeres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Media	2018	17.570,93
Mujeres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 10	2018	9.247,9
Mujeres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 25	2018	12.410,61
Mujeres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 50	2018	16.064,58
Mujeres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 75	2018	20.756,03
Mujeres	44 Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)	Percentil 90	2018	27.145,86
Mujeres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Media	2018	18.478,22
Mujeres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 10	2018	8.089,84
Mujeres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 25	2018	12.515,6
Mujeres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 50	2018	17.966,22
Mujeres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 75	2018	23.516,42
Mujeres	45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes	Percentil 90	2018	28.570,45
Mujeres	G Trabajadores de los servicios de restauración y comercio	Media	2018	14.238,51
Mujeres	G Trabajadores de los servicios de restauración y comercio	Percentil 10	2018	6.799,68
Mujeres	G Trabajadores de los servicios de restauración y comercio	Percentil 25	2018	9.789,79
Mujeres	G Trabajadores de los servicios de restauración y comercio	Percentil 50	2018	13.935,46
Mujeres	G Trabajadores de los servicios de restauración y comercio	Percentil 75	2018	17.363,54
Mujeres	G Trabajadores de los servicios de restauración y comercio	Percentil 90	2018	21.721,6
Mujeres	50 Camareros y cocineros propietarios	Media	2018	..
Mujeres	50 Camareros y cocineros propietarios	Percentil 10	2018	..
Mujeres	50 Camareros y cocineros propietarios	Percentil 25	2018	..
Mujeres	50 Camareros y cocineros propietarios	Percentil 50	2018	..
Mujeres	50 Camareros y cocineros propietarios	Percentil 75	2018	..
Mujeres	50 Camareros y cocineros propietarios	Percentil 90	2018	..
Mujeres	51 Trabajadores asalariados de los servicios de restauración	Media	2018	12.640,06
Mujeres	51 Trabajadores asalariados de los servicios de restauración	Percentil 10	2018	3.984,99
Mujeres	51 Trabajadores asalariados de los servicios de restauración	Percentil 25	2018	8.003,6
Mujeres	51 Trabajadores asalariados de los servicios de restauración	Percentil 50	2018	12.673,19
Mujeres	51 Trabajadores asalariados de los servicios de restauración	Percentil 75	2018	16.900,11
Mujeres	51 Trabajadores asalariados de los servicios de restauración	Percentil 90	2018	20.283,61
Mujeres	52 Dependientes en tiendas y almacenes	Media	2018	14.733,21
Mujeres	52 Dependientes en tiendas y almacenes	Percentil 10	2018	7.371,28
Mujeres	52 Dependientes en tiendas y almacenes	Percentil 25	2018	10.495,21
Mujeres	52 Dependientes en tiendas y almacenes	Percentil 50	2018	14.070,73
Mujeres	52 Dependientes en tiendas y almacenes	Percentil 75	2018	17.351,65
Mujeres	52 Dependientes en tiendas y almacenes	Percentil 90	2018	22.083,56
Mujeres	53 Comerciantes propietarios de tiendas	Media	2018	..
Mujeres	53 Comerciantes propietarios de tiendas	Percentil 10	2018	..
Mujeres	53 Comerciantes propietarios de tiendas	Percentil 25	2018	..
Mujeres	53 Comerciantes propietarios de tiendas	Percentil 50	2018	..
Mujeres	53 Comerciantes propietarios de tiendas	Percentil 75	2018	..
Mujeres	53 Comerciantes propietarios de tiendas	Percentil 90	2018	..
Mujeres	54 Vendedores (excepto en tiendas y almacenes)	Media	2018	14.738,51
Mujeres	54 Vendedores (excepto en tiendas y almacenes)	Percentil 10	2018	6.814,28
Mujeres	54 Vendedores (excepto en tiendas y almacenes)	Percentil 25	2018	10.995,29
Mujeres	54 Vendedores (excepto en tiendas y almacenes)	Percentil 50	2018	14.476,94
Mujeres	54 Vendedores (excepto en tiendas y almacenes)	Percentil 75	2018	17.428,25
Mujeres	54 Vendedores (excepto en tiendas y almacenes)	Percentil 90	2018	23.266,42
Mujeres	55 Cajeros y taquilleros (excepto bancos)	Media	2018	16.137,83
Mujeres	55 Cajeros y taquilleros (excepto bancos)	Percentil 10	2018	9.098,36
Mujeres	55 Cajeros y taquilleros (excepto bancos)	Percentil 25	2018	12.007,31
Mujeres	55 Cajeros y taquilleros (excepto bancos)	Percentil 50	2018	15.931,95
Mujeres	55 Cajeros y taquilleros (excepto bancos)	Percentil 75	2018	18.992,22
Mujeres	55 Cajeros y taquilleros (excepto bancos)	Percentil 90	2018	25.056,18
Mujeres	H Trabajadores de los servicios de salud y el cuidado de personas	Media	2018	14.442,64
Mujeres	H Trabajadores de los servicios de salud y el cuidado de personas	Percentil 10	2018	5.211,4
Mujeres	H Trabajadores de los servicios de salud y el cuidado de personas	Percentil 25	2018	8.849,19
Mujeres	H Trabajadores de los servicios de salud y el cuidado de personas	Percentil 50	2018	13.558,21
Mujeres	H Trabajadores de los servicios de salud y el cuidado de personas	Percentil 75	2018	19.282,46
Mujeres	H Trabajadores de los servicios de salud y el cuidado de personas	Percentil 90	2018	24.532,15
Mujeres	56 Trabajadores de los cuidados a las personas en servicios de salud	Media	2018	17.672,52
Mujeres	56 Trabajadores de los cuidados a las personas en servicios de salud	Percentil 10	2018	10.030,37
Mujeres	56 Trabajadores de los cuidados a las personas en servicios de salud	Percentil 25	2018	13.632
Mujeres	56 Trabajadores de los cuidados a las personas en servicios de salud	Percentil 50	2018	16.834
Mujeres	56 Trabajadores de los cuidados a las personas en servicios de salud	Percentil 75	2018	21.903,55
Mujeres	56 Trabajadores de los cuidados a las personas en servicios de salud	Percentil 90	2018	25.862,73
Mujeres	57 Otros trabajadores de los cuidados a las personas	Media	2018	9.115,36
Mujeres	57 Otros trabajadores de los cuidados a las personas	Percentil 10	2018	3.415,61
Mujeres	57 Otros trabajadores de los cuidados a las personas	Percentil 25	2018	4.953,54
Mujeres	57 Otros trabajadores de los cuidados a las personas	Percentil 50	2018	7.485,39
Mujeres	57 Otros trabajadores de los cuidados a las personas	Percentil 75	2018	12.190,39
Mujeres	57 Otros trabajadores de los cuidados a las personas	Percentil 90	2018	16.357,21
Mujeres	58 Trabajadores de los servicios personales	Media	2018	14.448,72
Mujeres	58 Trabajadores de los servicios personales	Percentil 10	2018	6.367,01
Mujeres	58 Trabajadores de los servicios personales	Percentil 25	2018	9.610,48
Mujeres	58 Trabajadores de los servicios personales	Percentil 50	2018	12.540,94
Mujeres	58 Trabajadores de los servicios personales	Percentil 75	2018	18.035,68
Mujeres	58 Trabajadores de los servicios personales	Percentil 90	2018	25.074,72
Mujeres	I Trabajadores de los servicios de protección y seguridad	Media	2018	24.941,45
Mujeres	I Trabajadores de los servicios de protección y seguridad	Percentil 10	2018	11.087,28
Mujeres	I Trabajadores de los servicios de protección y seguridad	Percentil 25	2018	15.861,08
Mujeres	I Trabajadores de los servicios de protección y seguridad	Percentil 50	2018	21.169,23
Mujeres	I Trabajadores de los servicios de protección y seguridad	Percentil 75	2018	34.416,99
Mujeres	I Trabajadores de los servicios de protección y seguridad	Percentil 90	2018	41.335,12
Mujeres	59 Trabajadores de los servicios de protección y seguridad	Media	2018	24.941,45
Mujeres	59 Trabajadores de los servicios de protección y seguridad	Percentil 10	2018	11.087,28
Mujeres	59 Trabajadores de los servicios de protección y seguridad	Percentil 25	2018	15.861,08
Mujeres	59 Trabajadores de los servicios de protección y seguridad	Percentil 50	2018	21.169,23
Mujeres	59 Trabajadores de los servicios de protección y seguridad	Percentil 75	2018	34.416,99
Mujeres	59 Trabajadores de los servicios de protección y seguridad	Percentil 90	2018	41.335,12
Mujeres	J Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Media	2018	..
Mujeres	J Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Percentil 10	2018	..
Mujeres	J Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Percentil 25	2018	..
Mujeres	J Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Percentil 50	2018	..
Mujeres	J Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Percentil 75	2018	..
Mujeres	J Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Percentil 90	2018	..
Mujeres	61 Trabajadores cualificados en actividades agrícolas	Media	2018	..
Mujeres	61 Trabajadores cualificados en actividades agrícolas	Percentil 10	2018	..
Mujeres	61 Trabajadores cualificados en actividades agrícolas	Percentil 25	2018	..
Mujeres	61 Trabajadores cualificados en actividades agrícolas	Percentil 50	2018	..
Mujeres	61 Trabajadores cualificados en actividades agrícolas	Percentil 75	2018	..
Mujeres	61 Trabajadores cualificados en actividades agrícolas	Percentil 90	2018	..
Mujeres	62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)	Media	2018	..
Mujeres	62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)	Percentil 10	2018	..
Mujeres	62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)	Percentil 25	2018	..
Mujeres	62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)	Percentil 50	2018	..
Mujeres	62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)	Percentil 75	2018	..
Mujeres	62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)	Percentil 90	2018	..
Mujeres	63 Trabajadores cualificados en actividades agropecuarias mixtas	Media	2018	..
Mujeres	63 Trabajadores cualificados en actividades agropecuarias mixtas	Percentil 10	2018	..
Mujeres	63 Trabajadores cualificados en actividades agropecuarias mixtas	Percentil 25	2018	..
Mujeres	63 Trabajadores cualificados en actividades agropecuarias mixtas	Percentil 50	2018	..
Mujeres	63 Trabajadores cualificados en actividades agropecuarias mixtas	Percentil 75	2018	..
Mujeres	63 Trabajadores cualificados en actividades agropecuarias mixtas	Percentil 90	2018	..
Mujeres	64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas	Media	2018	..
Mujeres	64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas	Percentil 10	2018	..
Mujeres	64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas	Percentil 25	2018	..
Mujeres	64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas	Percentil 50	2018	..
Mujeres	64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas	Percentil 75	2018	..
Mujeres	64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas	Percentil 90	2018	..
Mujeres	K Trabajadores cualificados de la construcción, excepto operadores de máquinas	Media	2018	-17.085,4
Mujeres	K Trabajadores cualificados de la construcción, excepto operadores de máquinas	Percentil 10	2018	-5.803,48
Mujeres	K Trabajadores cualificados de la construcción, excepto operadores de máquinas	Percentil 25	2018	-9.900,44
Mujeres	K Trabajadores cualificados de la construcción, excepto operadores de máquinas	Percentil 50	2018	-16.170,78
Mujeres	K Trabajadores cualificados de la construcción, excepto operadores de máquinas	Percentil 75	2018	-22.739,56
Mujeres	K Trabajadores cualificados de la construcción, excepto operadores de máquinas	Percentil 90	2018	-28.416
Mujeres	71 Trabajadores en obras estructurales de construcción y afines	Media	2018	-20.439,92
Mujeres	71 Trabajadores en obras estructurales de construcción y afines	Percentil 10	2018	-9.900,44
Mujeres	71 Trabajadores en obras estructurales de construcción y afines	Percentil 25	2018	-13.755,36
Mujeres	71 Trabajadores en obras estructurales de construcción y afines	Percentil 50	2018	-19.263,51
Mujeres	71 Trabajadores en obras estructurales de construcción y afines	Percentil 75	2018	-24.448,25
Mujeres	71 Trabajadores en obras estructurales de construcción y afines	Percentil 90	2018	-31.336,09
Mujeres	72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines	Media	2018	..
Mujeres	72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines	Percentil 10	2018	..
Mujeres	72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines	Percentil 25	2018	..
Mujeres	72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines	Percentil 50	2018	..
Mujeres	72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines	Percentil 75	2018	..
Mujeres	72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines	Percentil 90	2018	..
Mujeres	L Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas	Media	2018	17.509,61
Mujeres	L Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas	Percentil 10	2018	9.727,13
Mujeres	L Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas	Percentil 25	2018	13.002,83
Mujeres	L Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas	Percentil 50	2018	15.751,53
Mujeres	L Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas	Percentil 75	2018	20.304,69
Mujeres	L Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas	Percentil 90	2018	26.410,83
Mujeres	73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines	Media	2018	-25.945,8
Mujeres	73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines	Percentil 10	2018	-16.192,99
Mujeres	73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines	Percentil 25	2018	-17.976,92
Mujeres	73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines	Percentil 50	2018	-24.208,43
Mujeres	73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines	Percentil 75	2018	-31.180,33
Mujeres	73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines	Percentil 90	2018	-37.994,03
Mujeres	74 Mecánicos y ajustadores de maquinaria	Media	2018	-25.611,22
Mujeres	74 Mecánicos y ajustadores de maquinaria	Percentil 10	2018	-12.984,35
Mujeres	74 Mecánicos y ajustadores de maquinaria	Percentil 25	2018	-16.973,23
Mujeres	74 Mecánicos y ajustadores de maquinaria	Percentil 50	2018	-24.297,97
Mujeres	74 Mecánicos y ajustadores de maquinaria	Percentil 75	2018	-31.590,45
Mujeres	74 Mecánicos y ajustadores de maquinaria	Percentil 90	2018	-41.707,65
Mujeres	75 Trabajadores especializados en electricidad y electrotecnología	Media	2018	-21.231,42
Mujeres	75 Trabajadores especializados en electricidad y electrotecnología	Percentil 10	2018	-14.576,11
Mujeres	75 Trabajadores especializados en electricidad y electrotecnología	Percentil 25	2018	-14.576,11
Mujeres	75 Trabajadores especializados en electricidad y electrotecnología	Percentil 50	2018	-19.309,54
Mujeres	75 Trabajadores especializados en electricidad y electrotecnología	Percentil 75	2018	-24.195,28
Mujeres	75 Trabajadores especializados en electricidad y electrotecnología	Percentil 90	2018	-31.067,02
Mujeres	76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas	Media	2018	17.349,55
Mujeres	76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas	Percentil 10	2018	8.381,88
Mujeres	76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas	Percentil 25	2018	13.149,4
Mujeres	76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas	Percentil 50	2018	16.498,47
Mujeres	76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas	Percentil 75	2018	21.177,18
Mujeres	76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas	Percentil 90	2018	26.396,47
Mujeres	77 Trabajadores de la industria de la alimentación, bebidas y tabaco	Media	2018	17.683,89
Mujeres	77 Trabajadores de la industria de la alimentación, bebidas y tabaco	Percentil 10	2018	10.159,57
Mujeres	77 Trabajadores de la industria de la alimentación, bebidas y tabaco	Percentil 25	2018	13.519,93
Mujeres	77 Trabajadores de la industria de la alimentación, bebidas y tabaco	Percentil 50	2018	16.186,88
Mujeres	77 Trabajadores de la industria de la alimentación, bebidas y tabaco	Percentil 75	2018	20.068,39
Mujeres	77 Trabajadores de la industria de la alimentación, bebidas y tabaco	Percentil 90	2018	25.607,04
Mujeres	78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios	Media	2018	15.089,41
Mujeres	78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios	Percentil 10	2018	7.861,86
Mujeres	78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios	Percentil 25	2018	11.686,51
Mujeres	78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios	Percentil 50	2018	14.187,85
Mujeres	78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios	Percentil 75	2018	16.994,4
Mujeres	78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios	Percentil 90	2018	22.402,13
Mujeres	M Operadores de instalaciones y maquinaria fijas, y montadores	Media	2018	20.223,23
Mujeres	M Operadores de instalaciones y maquinaria fijas, y montadores	Percentil 10	2018	11.496,02
Mujeres	M Operadores de instalaciones y maquinaria fijas, y montadores	Percentil 25	2018	14.497,23
Mujeres	M Operadores de instalaciones y maquinaria fijas, y montadores	Percentil 50	2018	18.498,31
Mujeres	M Operadores de instalaciones y maquinaria fijas, y montadores	Percentil 75	2018	24.696,28
Mujeres	M Operadores de instalaciones y maquinaria fijas, y montadores	Percentil 90	2018	31.326,12
Mujeres	81 Operadores de instalaciones y maquinaria fijas	Media	2018	19.567,18
Mujeres	81 Operadores de instalaciones y maquinaria fijas	Percentil 10	2018	11.108,23
Mujeres	81 Operadores de instalaciones y maquinaria fijas	Percentil 25	2018	13.933,43
Mujeres	81 Operadores de instalaciones y maquinaria fijas	Percentil 50	2018	17.832,41
Mujeres	81 Operadores de instalaciones y maquinaria fijas	Percentil 75	2018	23.189,21
Mujeres	81 Operadores de instalaciones y maquinaria fijas	Percentil 90	2018	30.234,53
Mujeres	82 Montadores y ensambladores en fábricas	Media	2018	-22.804,07
Mujeres	82 Montadores y ensambladores en fábricas	Percentil 10	2018	-13.678,64
Mujeres	82 Montadores y ensambladores en fábricas	Percentil 25	2018	-17.295,65
